"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"48201","1","52412","77","0","2020","1","",1,50,50,49,1533318,0,0,2375,"",0.85,0.53,0.53,0.52,0.34,0.00,0.00,0.65,"",0,0.0,2,4.2,2,4.2,1,2.1,150050,10.8,0,0.0,0,0.0,158,7.1
"48201","1","524128","78","0","2020","1","",1,50,50,49,1533318,0,0,2375,"",0.87,0.53,0.54,0.53,0.35,0.00,0.00,0.65,"",0,0.0,2,4.2,2,4.2,1,2.1,150050,10.8,0,0.0,0,0.0,158,7.1
"48201","1","54","74","0","2020","1","",2,49,48,45,1105761,0,0,1797,"",0.13,0.05,0.05,0.04,0.04,0.00,0.00,0.86,"",-1,-33.3,10,25.6,9,23.1,5,12.5,150224,15.7,0,0.0,0,0.0,-72,-3.9
"48201","1","541","75","0","2020","1","",2,49,48,45,1105761,0,0,1797,"",0.13,0.05,0.05,0.04,0.04,0.00,0.00,0.86,"",-1,-33.3,10,25.6,9,23.1,5,12.5,150224,15.7,0,0.0,0,0.0,-72,-3.9
"48201","1","5413","76","0","2020","1","",1,37,37,35,746458,0,0,1580,"",0.11,0.04,0.04,0.04,0.03,0.00,0.00,0.80,"",0,0.0,12,48.0,12,48.0,8,29.6,153298,25.8,0,0.0,0,0.0,-198,-11.1
"48201","1","54133","77","0","2020","1","",1,37,37,35,746458,0,0,1580,"",0.11,0.05,0.05,0.04,0.04,0.00,0.00,0.79,"",0,0.0,12,48.0,12,48.0,8,29.6,153298,25.8,0,0.0,0,0.0,-198,-11.1
"48201","1","541330","78","0","2020","1","",1,37,37,35,746458,0,0,1580,"",0.11,0.05,0.05,0.04,0.04,0.00,0.00,0.79,"",0,0.0,12,48.0,12,48.0,8,29.6,153298,25.8,0,0.0,0,0.0,-198,-11.1
"48201","1","5419","76","0","2020","1","",1,12,11,10,359303,0,0,2513,"",0.55,0.16,0.15,0.14,0.16,0.00,0.00,1.07,"",0,0.0,0,0.0,-1,-8.3,-1,-9.1,42935,13.6,0,0.0,0,0.0,427,20.5
"48201","1","54199","77","0","2020","1","",1,12,11,10,359303,0,0,2513,"",0.56,0.18,0.16,0.15,0.17,0.00,0.00,1.00,"",0,0.0,0,0.0,-1,-8.3,-1,-9.1,42935,13.6,0,0.0,0,0.0,427,20.5
"48201","1","541990","78","0","2020","1","",1,12,11,10,359303,0,0,2513,"",0.56,0.18,0.16,0.15,0.17,0.00,0.00,1.00,"",0,0.0,0,0.0,-1,-8.3,-1,-9.1,42935,13.6,0,0.0,0,0.0,427,20.5
"48201","1","62","74","0","2020","1","",1,5052,5076,5016,120299862,0,0,1833,"",0.07,0.77,0.77,0.77,0.72,0.00,0.00,0.94,"",0,0.0,103,2.1,74,1.5,9,0.2,8339034,7.4,0,0.0,0,0.0,106,6.1
"48201","1","622","75","0","2020","1","",1,5052,5076,5016,120299862,0,0,1833,"",0.23,0.89,0.89,0.88,0.81,0.00,0.00,0.92,"",0,0.0,103,2.1,74,1.5,9,0.2,8339034,7.4,0,0.0,0,0.0,106,6.1
"48201","1","6221","76","0","2020","1","",1,5052,5076,5016,120299862,0,0,1833,"",0.23,0.91,0.91,0.90,0.83,0.00,0.00,0.91,"",0,0.0,103,2.1,74,1.5,9,0.2,8339034,7.4,0,0.0,0,0.0,106,6.1
"48201","1","62211","77","0","2020","1","",1,5052,5076,5016,120299862,0,0,1833,"",0.23,0.91,0.91,0.90,0.83,0.00,0.00,0.91,"",0,0.0,103,2.1,74,1.5,9,0.2,8339034,7.4,0,0.0,0,0.0,106,6.1
"48201","1","622110","78","0","2020","1","",1,5052,5076,5016,120299862,0,0,1833,"",0.23,0.91,0.91,0.90,0.83,0.00,0.00,0.91,"",0,0.0,103,2.1,74,1.5,9,0.2,8339034,7.4,0,0.0,0,0.0,106,6.1
"48201","1","81","74","0","2020","1","",1,32,30,30,458450,0,0,1150,"",0.53,0.44,0.41,0.41,0.35,0.00,0.00,0.85,"",0,0.0,3,10.3,1,3.4,0,0.0,66382,16.9,0,0.0,0,0.0,122,11.9
"48201","1","812","75","0","2020","1","",1,32,30,30,458450,0,0,1150,"",0.98,1.39,1.30,1.31,1.16,0.00,0.00,0.87,"",0,0.0,3,10.3,1,3.4,0,0.0,66382,16.9,0,0.0,0,0.0,122,11.9
"48201","1","8122","76","0","2020","1","",1,32,30,30,458450,0,0,1150,"",1.13,1.42,1.33,1.33,1.17,0.00,0.00,0.86,"",0,0.0,3,10.3,1,3.4,0,0.0,66382,16.9,0,0.0,0,0.0,122,11.9
"48201","1","81222","77","0","2020","1","",1,32,30,30,458450,0,0,1150,"",1.14,1.42,1.33,1.33,1.17,0.00,0.00,0.86,"",0,0.0,3,10.3,1,3.4,0,0.0,66382,16.9,0,0.0,0,0.0,122,11.9
"48201","1","812220","78","0","2020","1","",1,32,30,30,458450,0,0,1150,"",1.14,1.42,1.33,1.33,1.17,0.00,0.00,0.86,"",0,0.0,3,10.3,1,3.4,0,0.0,66382,16.9,0,0.0,0,0.0,122,11.9
"48201","1","92","74","0","2020","1","",70,12625,12766,12758,318959326,0,0,1929,"",0.24,0.51,0.51,0.51,0.45,0.00,0.00,0.89,"",0,0.0,343,2.8,517,4.2,532,4.4,-445882,-0.1,0,0.0,0,0.0,-76,-3.8
"48201","1","921","75","0","2020","1","",3,933,921,914,24804061,0,0,2068,"",0.17,0.41,0.40,0.40,0.40,0.00,0.00,0.98,"",0,0.0,-24,-2.5,-20,-2.1,-23,-2.5,366371,1.5,0,0.0,0,0.0,79,4.0
"48201","1","9211","76","0","2020","1","",3,933,921,914,24804061,0,0,2068,"",0.17,0.41,0.40,0.40,0.40,0.00,0.00,0.98,"",0,0.0,-24,-2.5,-20,-2.1,-23,-2.5,366371,1.5,0,0.0,0,0.0,79,4.0
"48201","1","92113","77","0","2020","1","",1,897,885,877,23875599,0,0,2072,"",0.16,0.61,0.59,0.58,0.59,0.00,0.00,1.00,"",0,0.0,-10,-1.1,-3,-0.3,-5,-0.6,534585,2.3,0,0.0,0,0.0,60,3.0
"48201","1","921130","78","0","2020","1","",1,897,885,877,23875599,0,0,2072,"",0.16,0.61,0.59,0.58,0.59,0.00,0.00,1.00,"",0,0.0,-10,-1.1,-3,-0.3,-5,-0.6,534585,2.3,0,0.0,0,0.0,60,3.0
"48201","1","92119","77","0","2020","1","",2,36,36,37,928462,0,0,1966,"",0.18,0.07,0.07,0.07,0.06,0.00,0.00,0.86,"",0,0.0,-14,-28.0,-17,-32.1,-18,-32.7,-168214,-15.3,0,0.0,0,0.0,364,22.7
"48201","1","921190","78","0","2020","1","",2,36,36,37,928462,0,0,1966,"",0.18,0.07,0.07,0.07,0.06,0.00,0.00,0.86,"",0,0.0,-14,-28.0,-17,-32.1,-18,-32.7,-168214,-15.3,0,0.0,0,0.0,364,22.7
"48201","1","922","75","0","2020","1","",13,3486,3467,3426,97801220,0,0,2175,"",0.34,0.84,0.83,0.83,0.73,0.00,0.00,0.87,"",0,0.0,10,0.3,3,0.1,-11,-0.3,3684324,3.9,0,0.0,0,0.0,82,3.9
"48201","1","9221","76","0","2020","1","",13,3486,3467,3426,97801220,0,0,2175,"",0.34,0.84,0.83,0.83,0.73,0.00,0.00,0.87,"",0,0.0,10,0.3,3,0.1,-11,-0.3,3684324,3.9,0,0.0,0,0.0,82,3.9
"48201","1","92211","77","0","2020","1","",1,399,394,395,9918506,0,0,1927,"",0.15,0.74,0.73,0.74,0.63,0.00,0.00,0.86,"",0,0.0,14,3.6,11,2.9,12,3.1,838170,9.2,0,0.0,0,0.0,106,5.8
"48201","1","922110","78","0","2020","1","",1,399,394,395,9918506,0,0,1927,"",0.15,0.74,0.73,0.74,0.63,0.00,0.00,0.86,"",0,0.0,14,3.6,11,2.9,12,3.1,838170,9.2,0,0.0,0,0.0,106,5.8
"48201","1","92212","77","0","2020","1","",7,2380,2376,2351,71048301,0,0,2307,"",0.35,1.04,1.03,1.03,0.89,0.00,0.00,0.86,"",0,0.0,-16,-0.7,-6,-0.3,-22,-0.9,2256838,3.3,0,0.0,0,0.0,87,3.9
"48201","1","922120","78","0","2020","1","",7,2380,2376,2351,71048301,0,0,2307,"",0.35,1.04,1.03,1.03,0.89,0.00,0.00,0.86,"",0,0.0,-16,-0.7,-6,-0.3,-22,-0.9,2256838,3.3,0,0.0,0,0.0,87,3.9
"48201","1","92213","77","0","2020","1","",1,286,280,278,7932988,0,0,2169,"",0.27,0.85,0.83,0.82,0.65,0.00,0.00,0.78,"",0,0.0,2,0.7,-7,-2.4,-4,-1.4,333466,4.4,0,0.0,0,0.0,113,5.5
"48201","1","922130","78","0","2020","1","",1,286,280,278,7932988,0,0,2169,"",0.27,0.85,0.83,0.82,0.65,0.00,0.00,0.78,"",0,0.0,2,0.7,-7,-2.4,-4,-1.4,333466,4.4,0,0.0,0,0.0,113,5.5
"48201","1","92214","77","0","2020","1","",1,211,203,200,4582065,0,0,1722,"",0.70,0.38,0.37,0.36,0.33,0.00,0.00,0.89,"",0,0.0,-2,-0.9,-6,-2.9,-9,-4.3,71619,1.6,0,0.0,0,0.0,72,4.4
"48201","1","922140","78","0","2020","1","",1,211,203,200,4582065,0,0,1722,"",0.70,0.38,0.37,0.36,0.33,0.00,0.00,0.89,"",0,0.0,-2,-0.9,-6,-2.9,-9,-4.3,71619,1.6,0,0.0,0,0.0,72,4.4
"48201","1","92219","77","0","2020","1","",3,210,214,202,4319360,0,0,1592,"",0.45,0.51,0.52,0.49,0.34,0.00,0.00,0.67,"",0,0.0,12,6.1,11,5.4,12,6.3,184231,4.5,0,0.0,0,0.0,-23,-1.4
"48201","1","922190","78","0","2020","1","",3,210,214,202,4319360,0,0,1592,"",0.45,0.51,0.52,0.49,0.34,0.00,0.00,0.67,"",0,0.0,12,6.1,11,5.4,12,6.3,184231,4.5,0,0.0,0,0.0,-23,-1.4
"48201","1","923","75","0","2020","1","",9,1268,1277,1295,27577050,0,0,1657,"",0.31,0.41,0.41,0.41,0.31,0.00,0.00,0.75,"",0,0.0,6,0.5,15,1.2,26,2.0,549215,2.0,0,0.0,0,0.0,13,0.8
"48201","1","9231","76","0","2020","1","",9,1268,1277,1295,27577050,0,0,1657,"",0.31,0.41,0.41,0.41,0.31,0.00,0.00,0.75,"",0,0.0,6,0.5,15,1.2,26,2.0,549215,2.0,0,0.0,0,0.0,13,0.8
"48201","1","92312","77","0","2020","1","",2,32,32,35,981486,0,0,2288,"",0.32,0.03,0.03,0.04,0.03,0.00,0.00,0.87,"",0,0.0,1,3.2,0,0.0,3,9.4,59297,6.4,0,0.0,0,0.0,48,2.1
"48201","1","923120","78","0","2020","1","",2,32,32,35,981486,0,0,2288,"",0.32,0.03,0.03,0.04,0.03,0.00,0.00,0.87,"",0,0.0,1,3.2,0,0.0,3,9.4,59297,6.4,0,0.0,0,0.0,48,2.1
"48201","1","92313","77","0","2020","1","",4,655,651,648,13242864,0,0,1564,"",0.23,0.59,0.59,0.59,0.46,0.00,0.00,0.77,"",0,0.0,-5,-0.8,-9,-1.4,-14,-2.1,-329386,-2.4,0,0.0,0,0.0,-16,-1.0
"48201","1","923130","78","0","2020","1","",4,655,651,648,13242864,0,0,1564,"",0.23,0.59,0.59,0.59,0.46,0.00,0.00,0.77,"",0,0.0,-5,-0.8,-9,-1.4,-14,-2.1,-329386,-2.4,0,0.0,0,0.0,-16,-1.0
"48201","1","92314","77","0","2020","1","",3,581,594,612,13352700,0,0,1724,"",0.72,0.58,0.59,0.59,0.50,0.00,0.00,0.86,"",0,0.0,10,1.8,24,4.2,37,6.4,819304,6.5,0,0.0,0,0.0,38,2.3
"48201","1","923140","78","0","2020","1","",3,581,594,612,13352700,0,0,1724,"",0.72,0.58,0.59,0.59,0.50,0.00,0.00,0.86,"",0,0.0,10,1.8,24,4.2,37,6.4,819304,6.5,0,0.0,0,0.0,38,2.3
"48201","1","924","75","0","2020","1","",6,168,164,163,4338543,0,0,2023,"",0.10,0.12,0.12,0.12,0.12,0.00,0.00,1.00,"",0,0.0,6,3.7,-3,-1.8,-5,-3.0,-269618,-5.9,0,0.0,0,0.0,-117,-5.5
"48201","1","9241","76","0","2020","1","",6,168,164,163,4338543,0,0,2023,"",0.10,0.12,0.12,0.12,0.12,0.00,0.00,1.00,"",0,0.0,6,3.7,-3,-1.8,-5,-3.0,-269618,-5.9,0,0.0,0,0.0,-117,-5.5
"48201","1","92411","77","0","2020","1","",2,59,58,58,1760221,0,0,2321,"",0.64,0.23,0.22,0.22,0.19,0.00,0.00,0.85,"",0,0.0,-2,-3.3,-3,-4.9,-2,-3.3,-155273,-8.1,0,0.0,0,0.0,-108,-4.4
"48201","1","924110","78","0","2020","1","",2,59,58,58,1760221,0,0,2321,"",0.64,0.23,0.22,0.22,0.19,0.00,0.00,0.85,"",0,0.0,-2,-3.3,-3,-4.9,-2,-3.3,-155273,-8.1,0,0.0,0,0.0,-108,-4.4
"48201","1","92412","77","0","2020","1","",4,109,106,105,2578322,0,0,1859,"",0.07,0.10,0.09,0.09,0.10,0.00,0.00,1.01,"",0,0.0,8,7.9,0,0.0,-3,-2.8,-114345,-4.2,0,0.0,0,0.0,-114,-5.8
"48201","1","924120","78","0","2020","1","",4,109,106,105,2578322,0,0,1859,"",0.07,0.10,0.09,0.09,0.10,0.00,0.00,1.01,"",0,0.0,8,7.9,0,0.0,-3,-2.8,-114345,-4.2,0,0.0,0,0.0,-114,-5.8
"48201","1","925","75","0","2020","1","",1,58,58,58,1655486,0,0,2196,"",0.58,0.42,0.42,0.42,0.33,0.00,0.00,0.79,"",0,0.0,-2,-3.3,-1,-1.7,-1,-1.7,-4114,-0.2,0,0.0,0,0.0,44,2.0
"48201","1","9251","76","0","2020","1","",1,58,58,58,1655486,0,0,2196,"",0.58,0.42,0.42,0.42,0.33,0.00,0.00,0.79,"",0,0.0,-2,-3.3,-1,-1.7,-1,-1.7,-4114,-0.2,0,0.0,0,0.0,44,2.0
"48201","1","92512","77","0","2020","1","",1,58,58,58,1655486,0,0,2196,"",1.57,3.38,3.39,3.41,3.44,0.00,0.00,1.02,"",0,0.0,-2,-3.3,-1,-1.7,-1,-1.7,-4114,-0.2,0,0.0,0,0.0,44,2.0
"48201","1","925120","78","0","2020","1","",1,58,58,58,1655486,0,0,2196,"",1.57,3.38,3.39,3.41,3.44,0.00,0.00,1.02,"",0,0.0,-2,-3.3,-1,-1.7,-1,-1.7,-4114,-0.2,0,0.0,0,0.0,44,2.0
"48201","1","926","75","0","2020","1","",27,2718,2817,2844,49034159,0,0,1350,"",0.24,0.67,0.68,0.65,0.43,0.00,0.00,0.64,"",0,0.0,341,14.3,467,19.9,492,20.9,4644086,10.5,0,0.0,0,0.0,-97,-6.7
"48201","1","9261","76","0","2020","1","",27,2718,2817,2844,49034159,0,0,1350,"",0.24,0.67,0.68,0.65,0.43,0.00,0.00,0.64,"",0,0.0,341,14.3,467,19.9,492,20.9,4644086,10.5,0,0.0,0,0.0,-97,-6.7
"48201","1","92611","77","0","2020","1","",6,427,527,568,6036305,0,0,915,"",0.12,0.46,0.50,0.43,0.24,0.00,0.00,0.53,"",0,0.0,292,216.3,396,302.3,416,273.7,3916124,184.7,0,0.0,0,0.0,-256,-21.9
"48201","1","926110","78","0","2020","1","",6,427,527,568,6036305,0,0,915,"",0.12,0.46,0.50,0.43,0.24,0.00,0.00,0.53,"",0,0.0,292,216.3,396,302.3,416,273.7,3916124,184.7,0,0.0,0,0.0,-256,-21.9
"48201","1","92612","77","0","2020","1","",7,2052,2049,2040,36859607,0,0,1385,"",0.47,1.17,1.17,1.16,0.79,0.00,0.00,0.68,"",0,0.0,42,2.1,66,3.3,75,3.8,278760,0.8,0,0.0,0,0.0,-32,-2.3
"48201","1","926120","78","0","2020","1","",7,2052,2049,2040,36859607,0,0,1385,"",0.47,1.17,1.17,1.16,0.79,0.00,0.00,0.68,"",0,0.0,42,2.1,66,3.3,75,3.8,278760,0.8,0,0.0,0,0.0,-32,-2.3
"48201","1","92614","77","0","2020","1","",3,113,115,111,2728307,0,0,1857,"",0.08,0.16,0.17,0.16,0.16,0.00,0.00,0.97,"",0,0.0,7,6.6,5,4.5,-1,-0.9,191554,7.6,0,0.0,0,0.0,72,4.0
"48201","1","926140","78","0","2020","1","",3,113,115,111,2728307,0,0,1857,"",0.08,0.16,0.17,0.16,0.16,0.00,0.00,0.97,"",0,0.0,7,6.6,5,4.5,-1,-0.9,191554,7.6,0,0.0,0,0.0,72,4.0
